Imp_B365H,Imp_B365D,Imp_B365A,Imp_BbAvH,Imp_BbAvD,Imp_BbAvA,Imp_PSCH,Imp_PSCD,Imp_PSCA,BbOU,BbAHh,BbAv_gt_2_5,BbAv_lt_2_5,HomeTeam_enc,AwayTeam_enc,Div_enc,Home_Wins_Last5,Home_Draws_Last5,Home_Losses_Last5,Away_Wins_Last5,Away_Draws_Last5,Away_Losses_Last5,Draws_Diff_Last5,Wins_Diff_Last5,Losses_Diff_Last5,FTR,FTR_enc,HomeTeam,AwayTeam,FTR_pred,Prob_A,Prob_D,Prob_H,Est_BbAvH,Est_BbAvD,Est_BbAvA,chosen_odds,chosen_prob,Expected_Value,confidence,prob_gap,spread_skew,Value_Bet,Kelly,Confidence_Stake,meta_success_prob,meta_filtered,profit_kelly
0.5714285714285714,0.2666666666666666,0.2222222222222222,0.5747126436781609,0.2688172043010752,0.2207505518763796,0.5263157894736842,0.2624671916010498,0.2314814814814814,26.0,-0.75,1.54,2.4,40,49,0,4.0,1.0,0.0,1.0,2.0,2.0,1.0,3.0,2.0,H,2,Ein Frankfurt,Freiburg,H,0.1166285801236006,0.2492072915032458,0.6341641283731536,1.7400000000000002,3.720000000000001,4.530000000000002,1.7400000000000002,0.6341641283731536,0.1034455833692873,0.6341641283731536,0.517535548249553,0.517535548249553,True,0.1397913288774154,0.6341641283731536,0.8755743169967171,True,0.10344558336928743
0.303030303030303,0.3225806451612903,0.4347826086956522,0.3125,0.3215434083601286,0.4347826086956522,0.2985074626865671,0.3095975232198142,0.4098360655737705,26.0,0.25,2.25,1.61,136,87,2,1.0,2.0,2.0,5.0,0.0,0.0,2.0,4.0,2.0,H,2,Valenciennes,Marseille,H,0.3431032086405048,0.215691636361971,0.4412051549975242,3.2,3.11,2.3,3.2,0.4412051549975242,0.4118564959920776,0.4412051549975242,0.2255135186355532,0.0981019463570194,True,0.187207498178217,0.4412051549975242,0.5743501683891463,True,0.4118564959920774
0.4545454545454545,0.3225806451612903,0.2857142857142857,0.4484304932735426,0.3246753246753247,0.2932551319648093,0.3831417624521073,0.3115264797507788,0.3278688524590164,23.0,-0.25,2.33,1.56,111,97,2,3.0,2.0,0.0,1.0,4.0,0.0,2.0,2.0,0.0,H,2,Reims,Nice,H,0.2692455754382889,0.2365694137996793,0.4941850107620316,2.23,3.08,3.410000000000001,2.23,0.4941850107620316,0.1020325739993306,0.4941850107620316,0.2576155969623522,0.2249394353237427,True,0.0829533121945776,0.4941850107620316,0.557002254824012,True,0.10203257399933045
0.4347826086956522,0.303030303030303,0.3225806451612903,0.4366812227074236,0.3021148036253776,0.3236245954692557,0.4405286343612334,0.2770083102493075,0.3021148036253776,34.0,-0.25,1.95,1.85,138,68,4,1.0,1.0,3.0,0.0,3.0,2.0,2.0,1.0,1.0,H,2,Vallecano,La Coruna,H,0.2525922749390548,0.2072851833438062,0.5401225417171389,2.29,3.31,3.0899999999999994,2.29,0.5401225417171389,0.2368806205322482,0.5401225417171389,0.3328373583733327,0.2875302667780841,True,0.1836283880094946,0.5401225417171389,0.63129224848468,True,0.23688062053224804
0.4347826086956522,0.303030303030303,0.3225806451612903,0.425531914893617,0.3067484662576687,0.3289473684210526,0.4366812227074236,0.2824858757062147,0.3021148036253776,34.0,-0.25,2.13,1.71,148,53,4,2.0,0.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0,A,0,Zaragoza,Getafe,A,0.4912120171819039,0.2162145482047504,0.2925734346133457,2.35,3.26,3.0400000000000005,3.0400000000000005,0.4912120171819039,0.4932845322329879,0.4912120171819039,0.2749974689771535,0.1986385825685581,True,0.2418061432514646,0.4912120171819039,0.8265532937625458,True,0.4932845322329879
0.5464480874316939,0.2857142857142857,0.23094688221709,0.5319148936170213,0.2949852507374631,0.2358490566037735,0.4854368932038835,0.2898550724637681,0.2450980392156862,33.0,-0.5,2.08,1.74,82,48,0,2.0,0.0,3.0,1.0,4.0,0.0,4.0,1.0,3.0,H,2,Mainz,Fortuna Dusseldorf,H,0.1945735296819851,0.1971810901446233,0.6082453801733916,1.88,3.39,4.240000000000001,1.88,0.6082453801733916,0.1435013147259762,0.6082453801733916,0.4136718504914064,0.4136718504914064,True,0.163069675824973,0.6082453801733916,0.8306310450018292,True,0.14350131472597621
0.4761904761904761,0.2857142857142857,0.303030303030303,0.4608294930875576,0.2949852507374631,0.3048780487804878,0.4901960784313725,0.2747252747252747,0.2551020408163265,33.0,0.0,1.81,2.0,49,100,0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,H,2,Freiburg,Nurnberg,H,0.2419341425988511,0.2636862332928608,0.4943796241082879,2.17,3.39,3.28,2.17,0.4943796241082879,0.0728037843149846,0.4943796241082879,0.2524454815094367,0.2524454815094367,True,0.062225456679474,0.4943796241082879,0.6146724303869191,True,0.07280378431498458
0.2666666666666666,0.3333333333333333,0.4651162790697674,0.2808988764044944,0.3225806451612903,0.4629629629629629,0.2659574468085106,0.2949852507374631,0.4587155963302752,24.0,0.25,2.35,1.56,21,18,2,2.0,0.0,3.0,1.0,4.0,0.0,4.0,1.0,3.0,D,1,Brest,Bordeaux,D,0.3333301489644792,0.4050651210944898,0.2616047299410309,3.56,3.1,2.16,3.1,0.4050651210944898,0.2557018753929185,0.4050651210944898,0.1434603911534588,0.0717254190234483,True,0.1217627978061516,0.4050651210944898,0.655423921877799,True,0.2557018753929184
0.238095238095238,0.303030303030303,0.5235602094240838,0.2481389578163771,0.2967359050445103,0.5181347150259068,0.2336448598130841,0.2923976608187134,0.495049504950495,34.0,0.5,1.9,1.9,106,70,3,2.0,1.0,2.0,3.0,0.0,2.0,1.0,1.0,0.0,A,0,Pescara,Lazio,A,0.5568853651700946,0.235638051776271,0.2074765830536342,4.030000000000001,3.370000000000001,1.93,1.93,0.5568853651700946,0.0747887547782824,0.5568853651700946,0.3494087821164603,0.3494087821164603,True,0.0804180158906262,0.5568853651700946,0.7616180516091952,True,0.07478875477828235
0.5464480874316939,0.25,0.2666666666666666,0.5319148936170213,0.2688172043010752,0.2577319587628866,0.5208333333333334,0.2564102564102564,0.2421307506053268,25.0,-0.75,1.51,2.5,12,110,4,5.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,2.0,D,1,Barcelona,Real Madrid,D,0.1844654333841167,0.4308125098739762,0.3847220567419071,1.88,3.720000000000001,3.88,3.720000000000001,0.4308125098739762,0.6026225367311919,0.4308125098739762,0.2463470764898594,0.2002566233577904,True,0.2215524032099968,0.4308125098739762,0.6804659141754988,True,0.6026225367311916
0.5464480874316939,0.2857142857142857,0.23094688221709,0.5208333333333334,0.2923976608187134,0.2469135802469136,0.5181347150259068,0.2732240437158469,0.228310502283105,34.0,-0.5,1.94,1.87,9,101,4,1.0,2.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,H,2,Ath Bilbao,Osasuna,H,0.1872039786155302,0.2484185110496575,0.5643775103348121,1.92,3.420000000000001,4.05,1.92,0.5643775103348121,0.0836048198428391,0.5643775103348121,0.3771735317192818,0.3771735317192818,True,0.0908748041769991,0.5643775103348121,0.8437414778627556,True,0.08360481984283917
0.4761904761904761,0.2941176470588235,0.2857142857142857,0.4878048780487805,0.2949852507374631,0.2747252747252747,0.4484304932735426,0.2873563218390804,0.2865329512893982,33.0,-0.5,1.9,1.9,129,145,1,0.0,2.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,H,2,Swansea,Wigan,H,0.1671597589761938,0.2257667587659575,0.6070734822578486,2.0500000000000003,3.39,3.640000000000001,2.0500000000000003,0.6070734822578486,0.2445006386285899,0.6070734822578486,0.4399137232816548,0.4399137232816548,True,0.2328577510748474,0.6070734822578486,0.867152879782207,True,0.24450063862858984
0.5464480874316939,0.2666666666666666,0.238095238095238,0.5405405405405405,0.2770083102493075,0.2392344497607655,0.5405405405405405,0.2597402597402597,0.2217294900221729,32.0,-0.5,1.71,2.13,144,121,1,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,H,2,West Ham,Southampton,H,0.1773463225567609,0.2313034703801351,0.5913502070631039,1.8500000000000003,3.61,4.180000000000001,1.8500000000000003,0.5913502070631039,0.0939978830667425,0.5913502070631039,0.4140038845063429,0.4140038845063429,True,0.1105857447844029,0.5913502070631039,0.8015829864800782,True,0.0939978830667425
0.5882352941176471,0.2777777777777778,0.2,0.5747126436781609,0.2793296089385474,0.209205020920502,0.5747126436781609,0.2666666666666666,0.1785714285714285,32.0,-0.75,1.81,2.0,67,95,3,4.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,H,2,Juventus,Napoli,H,0.1878354203814367,0.2039983782391227,0.6081662013794406,1.7400000000000002,3.580000000000001,4.780000000000002,1.7400000000000002,0.6081662013794406,0.0582091904002266,0.6081662013794406,0.4203307809980038,0.4203307809980038,True,0.0786610681084144,0.6081662013794406,0.7771665798152331,True,0.05820919040022667
0.3802281368821293,0.3225806451612903,0.3571428571428571,0.3745318352059925,0.3257328990228013,0.3676470588235294,0.3355704697986577,0.3076923076923077,0.3745318352059925,20.0,-0.25,2.24,1.61,45,132,2,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,A,0,Evian Thonon Gaillard,Toulouse,A,0.4545161912798612,0.2054043808680487,0.34007942785209,2.6700000000000004,3.0700000000000003,2.72,2.72,0.4545161912798612,0.2362840402812227,0.4545161912798612,0.2491118104118125,0.1144367634277712,True,0.1373744420239666,0.4545161912798612,0.6837026761585884,True,0.23628404028122257
0.5235602094240838,0.3125,0.23094688221709,0.5076142131979695,0.3164556962025316,0.2415458937198067,0.5,0.3105590062111801,0.2100840336134453,20.0,-0.25,2.35,1.55,93,119,2,0.0,0.0,5.0,2.0,0.0,3.0,0.0,2.0,2.0,D,1,Nancy,Sochaux,D,0.1268743272710954,0.5294887286098604,0.3436369441190443,1.97,3.16,4.1400000000000015,3.16,0.5294887286098604,0.673184382407159,0.5294887286098604,0.402614401338765,0.2167626168479488,True,0.3116594362996106,0.5294887286098604,0.8557138980593502,True,0.6731843824071589
0.4761904761904761,0.3125,0.2777777777777778,0.4694835680751174,0.3134796238244514,0.2840909090909091,0.425531914893617,0.3021148036253776,0.2932551319648093,26.0,-0.25,2.12,1.69,136,79,2,1.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0,2.0,H,2,Valenciennes,Lorient,H,0.2574426604510513,0.2312329341689623,0.5113244053799862,2.13,3.1900000000000004,3.52,2.13,0.5113244053799862,0.0891209834593707,0.5113244053799862,0.2800914712110238,0.2538817449289349,True,0.0788681269551953,0.5113244053799862,0.7455687586336408,True,0.08912098345937068
0.6172839506172839,0.2631578947368421,0.1818181818181818,0.5988023952095809,0.2617801047120419,0.1953125,0.5617977528089888,0.2403846153846153,0.2169197396963123,32.0,-0.75,1.73,2.11,135,9,4,2.0,0.0,3.0,2.0,2.0,1.0,2.0,0.0,2.0,H,2,Valencia,Ath Bilbao,H,0.129338577250194,0.209396064459601,0.6612653582902049,1.67,3.82,5.12,1.67,0.6612653582902049,0.1043131483446422,0.6612653582902049,0.5319267810400109,0.5319267810400109,True,0.1556912661860331,0.6612653582902049,0.7527450158242917,True,0.10431314834464217
0.4444444444444444,0.2941176470588235,0.3225806451612903,0.4424778761061947,0.2941176470588235,0.3236245954692557,0.4081632653061224,0.273972602739726,0.3378378378378378,31.0,-0.25,1.81,2.01,146,49,0,0.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,A,0,Wolfsburg,Freiburg,A,0.5518193471992228,0.2460792939630046,0.2021013588377725,2.26,3.4000000000000004,3.0899999999999994,3.0899999999999994,0.5518193471992228,0.705121782845598,0.5518193471992228,0.3497179883614503,0.3497179883614503,True,0.3373788434667934,0.5518193471992228,0.8804810831754835,True,0.705121782845598
0.5,0.303030303030303,0.2631578947368421,0.495049504950495,0.3095975232198142,0.2564102564102564,0.4784688995215311,0.3115264797507788,0.228310502283105,29.0,-0.25,2.28,1.62,25,17,3,1.0,1.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,H,2,Cagliari,Bologna,H,0.2177912120161907,0.2271388989031812,0.555069889080628,2.0200000000000005,3.2300000000000004,3.9,2.0200000000000005,0.555069889080628,0.1212411759428688,0.555069889080628,0.3372786770644373,0.3372786770644373,True,0.1188638979832047,0.555069889080628,0.68549532851961,True,0.12124117594286885
0.5,0.3125,0.25,0.4975124378109453,0.3086419753086419,0.2544529262086514,0.495049504950495,0.3076923076923077,0.2178649237472767,30.0,-0.25,2.29,1.61,8,118,3,2.0,0.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0,H,2,Atalanta,Siena,H,0.1612194231188707,0.2297285363335154,0.6090520405476137,2.01,3.2400000000000007,3.93,2.01,0.6090520405476137,0.2241946015007034,0.6090520405476137,0.447832617428743,0.447832617428743,True,0.2219748529709936,0.6090520405476137,0.8710698279457375,True,0.22419460150070347
0.2941176470588235,0.2941176470588235,0.4761904761904761,0.2824858757062147,0.2967359050445103,0.4807692307692307,0.2493765586034912,0.2857142857142857,0.4854368932038835,32.0,0.25,1.93,1.88,120,10,4,2.0,0.0,3.0,5.0,0.0,0.0,0.0,3.0,3.0,A,0,Sociedad,Ath Madrid,A,0.496379475319791,0.2266093878965991,0.2770111367836098,3.54,3.370000000000001,2.08,2.08,0.496379475319791,0.0324693086651655,0.496379475319791,0.2697700874231918,0.2193683385361812,False,0.0300641746899679,0.496379475319791,0.5718268309387935,True,0.032469308665165335
0.4444444444444444,0.2941176470588235,0.3225806451612903,0.4444444444444444,0.2949852507374631,0.3205128205128205,0.4484304932735426,0.2638522427440633,0.3086419753086419,27.0,-0.25,1.62,2.28,58,127,0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,0.0,A,0,Hamburg,Stuttgart,A,0.4645917324860067,0.2147922118029395,0.3206160557110537,2.25,3.39,3.12,3.12,0.4645917324860067,0.4495262053563411,0.4645917324860067,0.2497995206830672,0.143975676774953,True,0.2120406629039344,0.4645917324860067,0.6310417676831251,True,0.4495262053563409
0.5464480874316939,0.2857142857142857,0.238095238095238,0.5434782608695652,0.2906976744186046,0.2272727272727272,0.5102040816326531,0.2849002849002849,0.2257336343115124,32.0,-0.5,2.09,1.74,53,74,4,2.0,1.0,2.0,3.0,0.0,2.0,1.0,1.0,0.0,A,0,Getafe,Levante,H,0.1931487795703627,0.254782425005326,0.5520687954243112,1.84,3.4400000000000004,4.400000000000001,1.84,0.5520687954243112,0.0158065835807326,0.5520687954243112,0.3589200158539485,0.3589200158539485,False,0.0188173614056341,0.5520687954243112,0.6987995283479612,True,-0.0188173614056341
0.4201680672268907,0.2941176470588235,0.3472222222222222,0.4545454545454545,0.2976190476190476,0.303951367781155,0.4504504504504504,0.28328611898017,0.2857142857142857,33.0,-0.25,1.96,1.85,11,58,0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,A,0,Augsburg,Hamburg,A,0.4263236235279228,0.2184964165878146,0.3551799598842625,2.2,3.36,3.29,3.29,0.4263236235279228,0.4026047214068662,0.4263236235279228,0.2078272069401082,0.0711436636436603,True,0.1758099220117319,0.4263236235279228,0.737697795992645,True,0.40260472140686604
0.6369426751592356,0.2777777777777778,0.1538461538461538,0.6211180124223602,0.2777777777777778,0.1677852348993288,0.5714285714285714,0.2732240437158469,0.1766784452296819,33.0,-0.75,1.98,1.82,76,136,2,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,H,2,Lille,Valenciennes,H,0.1422802132689317,0.2193840594311197,0.6383357272999485,1.61,3.6,5.960000000000002,1.61,0.6383357272999485,0.0277205209529172,0.6383357272999485,0.4960555140310168,0.4960555140310168,False,0.0454434769719952,0.6383357272999485,0.8207253868326223,True,0.027720520952917077
0.5882352941176471,0.2857142857142857,0.1904761904761904,0.5882352941176471,0.2857142857142857,0.193050193050193,0.5464480874316939,0.2857142857142857,0.1869158878504673,33.0,-0.75,2.06,1.75,92,97,2,1.0,1.0,3.0,1.0,3.0,1.0,2.0,0.0,2.0,H,2,Montpellier,Nice,H,0.1858175272113529,0.2050439011840542,0.6091385716045928,1.7,3.5,5.1800000000000015,1.7,0.6091385716045928,0.0355355717278078,0.6091385716045928,0.4233210443932399,0.4233210443932399,False,0.0507651024682968,0.6091385716045928,0.7776655275158385,True,0.035535571727807753
0.5,0.2857142857142857,0.2777777777777778,0.4878048780487805,0.2923976608187134,0.2808988764044944,0.4065040650406504,0.2890173410404624,0.3225806451612903,32.0,-0.25,1.85,1.95,82,61,0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,H,2,Mainz,Hoffenheim,H,0.1778174330176123,0.2447307965770874,0.5774517704053003,2.0500000000000003,3.420000000000001,3.56,2.0500000000000003,0.5774517704053003,0.1837761293308657,0.5774517704053003,0.3996343373876879,0.3996343373876879,True,0.1750248850770149,0.5774517704053003,0.8210131185891995,True,0.1837761293308657
0.4444444444444444,0.2941176470588235,0.3125,0.4444444444444444,0.2985074626865671,0.3134796238244514,0.4405286343612334,0.2906976744186046,0.2923976608187134,35.0,-0.25,1.83,1.97,145,144,1,0.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,3.0,H,2,Wigan,West Ham,H,0.2766265059147735,0.2148259476893294,0.5085475463958969,2.25,3.350000000000001,3.1900000000000004,2.25,0.5085475463958969,0.144231979390768,0.5085475463958969,0.2937215987065674,0.2319210404811234,True,0.1153855835126145,0.5085475463958969,0.5821116116071606,True,0.14423197939076812
0.3448275862068966,0.303030303030303,0.4166666666666667,0.3533568904593639,0.303030303030303,0.4065040650406504,0.3095975232198142,0.2801120448179272,0.4329004329004329,34.0,0.0,1.87,1.94,16,135,4,2.0,1.0,2.0,3.0,0.0,2.0,1.0,1.0,0.0,H,2,Betis,Valencia,H,0.278097736977935,0.2404093618366529,0.481492901185412,2.8300000000000005,3.3000000000000007,2.46,2.8300000000000005,0.481492901185412,0.3626249103547163,0.481492901185412,0.2410835393487591,0.203395164207477,True,0.1981556887184242,0.481492901185412,0.5536430287387654,True,0.3626249103547164
0.5128205128205129,0.303030303030303,0.238095238095238,0.5102040816326531,0.3012048192771084,0.2457002457002456,0.5102040816326531,0.2967359050445103,0.2136752136752137,35.0,-0.25,2.29,1.61,125,128,1,1.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,D,1,Stoke,Sunderland,D,0.2369286752291014,0.439460696620364,0.3236106281505345,1.96,3.3200000000000003,4.070000000000002,3.3200000000000003,0.439460696620364,0.4590095127796088,0.439460696620364,0.2025320213912625,0.086681952921433,True,0.1978489279222451,0.439460696620364,0.7073777991578231,True,0.45900951277960866
0.4761904761904761,0.3076923076923077,0.2857142857142857,0.4629629629629629,0.3105590062111801,0.2881844380403458,0.4694835680751174,0.303030303030303,0.2469135802469136,33.0,0.0,2.09,1.73,47,70,3,1.0,3.0,1.0,3.0,0.0,2.0,3.0,2.0,1.0,H,2,Fiorentina,Lazio,H,0.2028217037222601,0.2381301492791245,0.5590481469986153,2.16,3.22,3.47,2.16,0.5590481469986153,0.207543997517009,0.5590481469986153,0.3562264432763551,0.3562264432763551,True,0.1789172392388008,0.5590481469986153,0.8651946505159301,True,0.20754399751700894
0.3571428571428571,0.3225806451612903,0.3846153846153846,0.3731343283582089,0.3194888178913738,0.3759398496240601,0.3610108303249097,0.2976190476190476,0.3610108303249097,31.0,0.0,2.0,1.8,13,18,2,1.0,2.0,2.0,1.0,4.0,0.0,2.0,0.0,2.0,H,2,Bastia,Bordeaux,H,0.1971414326357243,0.2245102053110809,0.5783483620531946,2.68,3.1300000000000003,2.6600000000000006,2.68,0.5783483620531946,0.5499736103025616,0.5783483620531946,0.3812069294174702,0.3812069294174702,True,0.3273652442277152,0.5783483620531946,0.8665038237208808,True,0.5499736103025615
0.3333333333333333,0.3076923076923077,0.4201680672268907,0.3278688524590164,0.3086419753086419,0.425531914893617,0.2932551319648093,0.2881844380403458,0.4405286343612334,34.0,0.0,2.11,1.72,148,117,4,2.0,0.0,3.0,3.0,0.0,2.0,0.0,1.0,1.0,H,2,Zaragoza,Sevilla,H,0.2374237631484028,0.1805696657940498,0.5820065710575474,3.05,3.2400000000000007,2.35,3.05,0.5820065710575474,0.7751200417255195,0.5820065710575474,0.4014369052634976,0.3445828079091445,True,0.3781073374270827,0.5820065710575474,0.8447601394467305,True,0.7751200417255194
0.4545454545454545,0.3225806451612903,0.2857142857142857,0.4608294930875576,0.3174603174603174,0.28328611898017,0.4405286343612334,0.2985074626865671,0.2816901408450704,31.0,0.0,2.31,1.6,130,105,3,1.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,A,0,Torino,Parma,A,0.4168638949248835,0.2380873578458648,0.3450487472292516,2.17,3.150000000000001,3.53,3.53,0.4168638949248835,0.4715295490848388,0.4168638949248835,0.1787765370790187,0.0718151476956318,True,0.1863753158438098,0.4168638949248835,0.7299081767292034,True,0.4715295490848388
